Age,Age_Group,Job,Marital_Status,Education,Has_Credit_Default,Has_Housing_Loan,Has_Personal_Loan,Contact_Type,Contact_Month,Contact_Day,Call_Duration_Seconds,Call_Duration_Minutes,Campaign_Contacts,Campaign_Contact_Group,Days_Since_Previous_Contact,Previous_Contact_Status,Days_Since_Previous_Contact_Clean,Previous_Contacts,Previous_Campaign_Outcome,Employment_Variation_Rate,Consumer_Price_Index,Consumer_Confidence_Index,Euribor_3_Month,Number_Employed,Subscribed_Term_Deposit,Subscribed_Flag
32,25-34,Admin,Married,University Degree,No,Yes,Yes,telephone,may,mon,175,2.92,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Admin,Married,University Degree,No,No,Yes,telephone,may,mon,262,4.37,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
50,45-54,Admin,Married,Basic 6 Years,No,No,No,telephone,may,mon,61,1.02,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
31,25-34,Technician,Divorced,Professional Course,No,Yes,Yes,telephone,may,mon,78,1.3,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Retired,Married,Basic 4 Years,No,Yes,No,telephone,may,mon,102,1.7,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
41,35-44,Technician,Married,Professional Course,Unknown,Yes,No,telephone,may,mon,579,9.65,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Subscribed,1
37,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,Yes,telephone,may,mon,143,2.38,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
41,35-44,Technician,Married,Professional Course,Unknown,No,No,telephone,may,mon,677,11.28,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Blue Collar,Married,Unknown,No,Yes,No,telephone,may,mon,267,4.45,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
37,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,No,telephone,may,mon,345,5.75,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
52,45-54,Management,Married,University Degree,No,No,No,telephone,may,mon,185,3.08,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Management,Divorced,University Degree,No,No,No,telephone,may,mon,207,3.45,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Housemaid,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,69,1.15,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Blue Collar,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,100,1.67,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
34,25-34,Services,Married,High School,No,Yes,No,telephone,may,mon,125,2.08,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
45,45-54,Blue Collar,Married,Basic 9 Years,Unknown,Yes,No,telephone,may,mon,461,7.68,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Subscribed,1
43,35-44,Unemployed,Single,University Degree,No,Yes,No,telephone,may,mon,240,4,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Management,Married,Unknown,No,Yes,No,telephone,may,mon,70,1.17,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Management,Married,University Degree,No,Yes,No,telephone,may,mon,193,3.22,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
53,45-54,Blue Collar,Married,Basic 4 Years,No,Yes,No,telephone,may,mon,136,2.27,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
38,35-44,Unknown,Divorced,High School,Unknown,Yes,No,telephone,may,mon,73,1.22,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Blue Collar,Married,Basic 4 Years,Unknown,Yes,No,telephone,may,mon,528,8.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Blue Collar,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,541,9.02,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Admin,Single,High School,No,Yes,No,telephone,may,mon,338,5.63,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Admin,Married,University Degree,Unknown,Yes,No,telephone,may,mon,163,2.72,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
51,45-54,Blue Collar,Married,Basic 4 Years,No,Yes,No,telephone,may,mon,87,1.45,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
60,55-64,Blue Collar,Married,Basic 9 Years,Unknown,No,No,telephone,may,mon,301,5.02,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Entrepreneur,Married,Unknown,Unknown,Yes,No,telephone,may,mon,46,0.77,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Services,Divorced,High School,Unknown,Yes,No,telephone,may,mon,52,0.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Entrepreneur,Married,Unknown,Unknown,No,No,telephone,may,mon,204,3.4,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Blue Collar,Married,Unknown,No,Yes,Yes,telephone,may,mon,155,2.58,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
36,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,Yes,telephone,may,mon,98,1.63,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
51,45-54,Blue Collar,Married,Unknown,Unknown,Yes,No,telephone,may,mon,71,1.18,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
51,45-54,Blue Collar,Married,Unknown,Unknown,No,No,telephone,may,mon,243,4.05,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Technician,Single,Professional Course,No,Yes,No,telephone,may,mon,186,3.1,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
59,55-64,Services,Married,High School,No,No,No,telephone,may,mon,579,9.65,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
24,Below 25,Management,Single,University Degree,No,Yes,No,telephone,may,mon,165,2.75,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
37,35-44,Blue Collar,Single,Basic 9 Years,Unknown,Yes,Yes,telephone,may,mon,163,2.72,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Blue Collar,Married,Basic 9 Years,Unknown,No,No,telephone,may,mon,46,0.77,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Blue Collar,Married,Basic 9 Years,Unknown,No,No,telephone,may,mon,559,9.32,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Services,Divorced,High School,Unknown,No,No,telephone,may,mon,2033,33.88,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
37,35-44,Entrepreneur,Married,Basic 6 Years,No,No,No,telephone,may,mon,85,1.42,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
38,35-44,Services,Married,High School,No,Yes,Yes,telephone,may,mon,506,8.43,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
56,55-64,Admin,Divorced,Unknown,Unknown,No,No,telephone,may,mon,114,1.9,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Blue Collar,Married,Unknown,No,No,No,telephone,may,mon,114,1.9,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
54,45-54,Management,Divorced,University Degree,No,Yes,No,telephone,may,mon,843,14.05,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Blue Collar,Married,High School,Unknown,No,Yes,telephone,may,mon,181,3.02,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
36,35-44,Services,Married,High School,Unknown,No,No,telephone,may,mon,427,7.12,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
45,45-54,Technician,Married,University Degree,No,Yes,Yes,telephone,may,mon,292,4.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Admin,Single,University Degree,Unknown,No,No,telephone,may,mon,192,3.2,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Services,Married,High School,No,No,No,telephone,may,mon,93,1.55,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
46,45-54,Management,Married,Basic 9 Years,No,No,No,telephone,may,mon,128,2.13,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
44,35-44,Services,Married,High School,No,Yes,Yes,telephone,may,mon,107,1.78,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
51,45-54,Admin,Single,Basic 6 Years,No,No,No,telephone,may,mon,303,5.05,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
28,25-34,Services,Married,High School,No,Yes,No,telephone,may,mon,81,1.35,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
37,35-44,Blue Collar,Married,Basic 9 Years,No,No,No,telephone,may,mon,270,4.5,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
34,25-34,Technician,Married,High School,No,No,No,telephone,may,mon,228,3.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
46,45-54,Blue Collar,Married,Basic 6 Years,Unknown,Yes,No,telephone,may,mon,240,4,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,Yes,telephone,may,mon,673,11.22,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Subscribed,1
36,35-44,Admin,Married,University Degree,No,Yes,No,telephone,may,mon,233,3.88,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
54,45-54,Blue Collar,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,102,1.7,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
57,55-64,Management,Married,University Degree,No,No,No,telephone,may,mon,461,7.68,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
51,45-54,Technician,Married,Basic 6 Years,Unknown,No,No,telephone,may,mon,250,4.17,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
54,45-54,Retired,Married,High School,Unknown,No,No,telephone,may,mon,130,2.17,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
49,45-54,Blue Collar,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,252,4.2,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
34,25-34,Admin,Married,University Degree,No,Yes,No,telephone,may,mon,138,2.3,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
41,35-44,Technician,Married,Professional Course,No,No,No,telephone,may,mon,412,6.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
38,35-44,Blue Collar,Single,Basic 9 Years,No,Yes,No,telephone,may,mon,179,2.98,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
45,45-54,Management,Divorced,University Degree,No,No,No,telephone,may,mon,19,0.32,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Technician,Married,University Degree,No,No,No,telephone,may,mon,228,3.8,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
34,25-34,Blue Collar,Single,Basic 9 Years,Unknown,Yes,No,telephone,may,mon,55,0.92,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
48,45-54,Blue Collar,Married,Basic 4 Years,No,Yes,No,telephone,may,mon,717,11.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
37,35-44,Admin,Married,High School,Unknown,Yes,No,telephone,may,mon,313,5.22,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
34,25-34,Blue Collar,Single,Basic 9 Years,Unknown,No,No,telephone,may,mon,289,4.82,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Admin,Married,Basic 9 Years,Unknown,Yes,No,telephone,may,mon,683,11.38,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,No,telephone,may,mon,1077,17.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
33,25-34,Services,Married,High School,No,No,No,telephone,may,mon,146,2.43,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
32,25-34,Services,Single,Basic 6 Years,No,No,No,telephone,may,mon,167,2.78,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Blue Collar,Married,High School,No,Yes,No,telephone,may,mon,356,5.93,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Admin,Married,Unknown,No,No,No,telephone,may,mon,277,4.62,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
44,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,No,telephone,may,mon,172,2.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Student,Single,University Degree,Unknown,No,No,telephone,may,mon,218,3.63,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Student,Single,University Degree,Unknown,Yes,Yes,telephone,may,mon,217,3.62,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Unemployed,Married,Professional Course,No,No,No,telephone,may,mon,67,1.12,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
36,35-44,Services,Single,Basic 4 Years,No,No,No,telephone,may,mon,291,4.85,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Student,Single,University Degree,Unknown,Yes,No,telephone,may,mon,248,4.13,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
36,35-44,Student,Single,Basic 9 Years,No,Yes,No,telephone,may,mon,256,4.27,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
55,55-64,Housemaid,Divorced,University Degree,No,No,No,telephone,may,mon,286,4.77,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
59,55-64,Admin,Married,University Degree,No,No,No,telephone,may,mon,477,7.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
57,55-64,Retired,Married,Unknown,Unknown,No,No,telephone,may,mon,611,10.18,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Blue Collar,Married,Professional Course,Unknown,Yes,No,telephone,may,mon,471,7.85,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
39,35-44,Housemaid,Married,Basic 4 Years,Unknown,Yes,No,telephone,may,mon,381,6.35,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
30,25-34,Blue Collar,Single,Unknown,No,Yes,No,telephone,may,mon,251,4.18,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
30,25-34,Blue Collar,Single,Unknown,No,Yes,Yes,telephone,may,mon,408,6.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
50,45-54,Housemaid,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,287,4.78,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Services,Married,High School,No,No,No,telephone,may,mon,322,5.37,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Admin,Married,High School,No,Yes,No,telephone,may,mon,216,3.6,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Technician,Married,Unknown,Unknown,No,No,telephone,may,mon,366,6.1,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
36,35-44,Services,Single,Basic 6 Years,Unknown,Yes,No,telephone,may,mon,210,3.5,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
46,45-54,Technician,Married,Basic 4 Years,Unknown,Yes,No,telephone,may,mon,288,4.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
40,35-44,Technician,Married,Basic 9 Years,No,No,No,telephone,may,mon,168,2.8,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
58,55-64,Retired,Married,University Degree,No,No,No,telephone,may,mon,132,2.2,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
42,35-44,Technician,Married,University Degree,No,No,No,telephone,may,mon,64,1.07,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
35,35-44,Admin,Single,University Degree,No,No,No,telephone,may,mon,209,3.48,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
43,35-44,Retired,Married,Basic 4 Years,Unknown,No,No,telephone,may,mon,410,6.83,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
45,45-54,Blue Collar,Married,Basic 4 Years,No,Yes,Yes,telephone,may,mon,177,2.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,1.1,93.994,-36.4,4.857,"5,191.",Not Subscribed,0
